2019-01-02_18:09:55data_dir: data/
batch_size: 120
win_size: 5
hidden_num: 100
word_dim: 300
num_epochs: 3
grad_clip: 10.00/10715 (epoch 0), train_loss = 11.781, time/batch = 0.797
6447/10715 (epoch 2), train_loss = 5.014, time/batch = 0.618
6448/10715 (epoch 2), train_loss = 5.155, time/batch = 0.606
6449/10715 (epoch 2), train_loss = 5.068, time/batch = 0.598
6450/10715 (epoch 2), train_loss = 4.715, time/batch = 0.586
6451/10715 (epoch 2), train_loss = 4.122, time/batch = 0.601
6452/10715 (epoch 2), train_loss = 4.332, time/batch = 0.573
6453/10715 (epoch 2), train_loss = 4.772, time/batch = 0.589
6454/10715 (epoch 2), train_loss = 4.972, time/batch = 0.598
6455/10715 (epoch 2), train_loss = 5.127, time/batch = 0.593
6456/10715 (epoch 2), train_loss = 4.035, time/batch = 0.619
6457/10715 (epoch 2), train_loss = 4.940, time/batch = 0.628
6458/10715 (epoch 2), train_loss = 4.594, time/batch = 0.596
6459/10715 (epoch 2), train_loss = 4.762, time/batch = 0.583
6460/10715 (epoch 2), train_loss = 4.475, time/batch = 0.594
6461/10715 (epoch 2), train_loss = 5.502, time/batch = 0.592
6462/10715 (epoch 2), train_loss = 4.388, time/batch = 0.601
6463/10715 (epoch 2), train_loss = 4.635, time/batch = 0.600
6464/10715 (epoch 2), train_loss = 4.274, time/batch = 0.622
6465/10715 (epoch 2), train_loss = 4.602, time/batch = 0.601
6466/10715 (epoch 2), train_loss = 4.625, time/batch = 0.606
6467/10715 (epoch 2), train_loss = 3.993, time/batch = 0.624
6468/10715 (epoch 2), train_loss = 4.635, time/batch = 0.619
6469/10715 (epoch 2), train_loss = 4.622, time/batch = 0.581
6470/10715 (epoch 2), train_loss = 3.943, time/batch = 0.599
6471/10715 (epoch 2), train_loss = 4.168, time/batch = 0.600
6472/10715 (epoch 2), train_loss = 4.431, time/batch = 0.598
6473/10715 (epoch 2), train_loss = 3.415, time/batch = 0.572
6474/10715 (epoch 2), train_loss = 4.247, time/batch = 0.581
6475/10715 (epoch 2), train_loss = 4.866, time/batch = 0.594
6476/10715 (epoch 2), train_loss = 4.544, time/batch = 0.601
6477/10715 (epoch 2), train_loss = 5.240, time/batch = 0.611
6478/10715 (epoch 2), train_loss = 4.745, time/batch = 0.616
6479/10715 (epoch 2), train_loss = 4.400, time/batch = 0.600
6480/10715 (epoch 2), train_loss = 4.731, time/batch = 0.636
6481/10715 (epoch 2), train_loss = 5.647, time/batch = 0.616
6482/10715 (epoch 2), train_loss = 4.983, time/batch = 0.601
6483/10715 (epoch 2), train_loss = 4.456, time/batch = 0.575
6484/10715 (epoch 2), train_loss = 5.001, time/batch = 0.590
6485/10715 (epoch 2), train_loss = 4.136, time/batch = 0.616
6486/10715 (epoch 2), train_loss = 6.011, time/batch = 0.589
6487/10715 (epoch 2), train_loss = 5.375, time/batch = 0.629
6488/10715 (epoch 2), train_loss = 4.751, time/batch = 0.598
6489/10715 (epoch 2), train_loss = 5.086, time/batch = 0.601
6490/10715 (epoch 2), train_loss = 5.581, time/batch = 0.586
6491/10715 (epoch 2), train_loss = 5.307, time/batch = 0.582
6492/10715 (epoch 2), train_loss = 4.974, time/batch = 0.583
6493/10715 (epoch 2), train_loss = 4.763, time/batch = 0.586
6494/10715 (epoch 2), train_loss = 5.133, time/batch = 0.584
6495/10715 (epoch 2), train_loss = 4.229, time/batch = 0.598
6496/10715 (epoch 2), train_loss = 4.960, time/batch = 0.613
6497/10715 (epoch 2), train_loss = 3.844, time/batch = 0.635
6498/10715 (epoch 2), train_loss = 4.454, time/batch = 0.600
6499/10715 (epoch 2), train_loss = 4.791, time/batch = 0.596
6500/10715 (epoch 2), train_loss = 4.220, time/batch = 0.599
6501/10715 (epoch 2), train_loss = 6.445, time/batch = 0.598
6502/10715 (epoch 2), train_loss = 5.978, time/batch = 0.585
6503/10715 (epoch 2), train_loss = 4.134, time/batch = 0.579
6504/10715 (epoch 2), train_loss = 4.821, time/batch = 0.609
6505/10715 (epoch 2), train_loss = 4.666, time/batch = 0.577
6506/10715 (epoch 2), train_loss = 3.983, time/batch = 0.625
6507/10715 (epoch 2), train_loss = 4.514, time/batch = 0.628
6508/10715 (epoch 2), train_loss = 4.990, time/batch = 0.597
6509/10715 (epoch 2), train_loss = 5.485, time/batch = 0.593
6510/10715 (epoch 2), train_loss = 4.647, time/batch = 0.587
6511/10715 (epoch 2), train_loss = 4.476, time/batch = 0.595
6512/10715 (epoch 2), train_loss = 3.906, time/batch = 0.600
6513/10715 (epoch 2), train_loss = 3.963, time/batch = 0.600
6514/10715 (epoch 2), train_loss = 4.869, time/batch = 0.617
6515/10715 (epoch 2), train_loss = 5.085, time/batch = 0.593
6516/10715 (epoch 2), train_loss = 6.476, time/batch = 0.612
6517/10715 (epoch 2), train_loss = 5.381, time/batch = 0.612
6518/10715 (epoch 2), train_loss = 4.517, time/batch = 0.610
6519/10715 (epoch 2), train_loss = 5.060, time/batch = 0.595
6520/10715 (epoch 2), train_loss = 5.234, time/batch = 0.589
6521/10715 (epoch 2), train_loss = 5.341, time/batch = 0.593
6522/10715 (epoch 2), train_loss = 5.499, time/batch = 0.587
6523/10715 (epoch 2), train_loss = 4.291, time/batch = 0.585
6524/10715 (epoch 2), train_loss = 4.501, time/batch = 0.604
6525/10715 (epoch 2), train_loss = 3.773, time/batch = 0.579
6526/10715 (epoch 2), train_loss = 5.068, time/batch = 0.603
6527/10715 (epoch 2), train_loss = 5.468, time/batch = 0.607
6528/10715 (epoch 2), train_loss = 5.397, time/batch = 0.607
6529/10715 (epoch 2), train_loss = 4.173, time/batch = 0.610
6530/10715 (epoch 2), train_loss = 4.494, time/batch = 0.592
6531/10715 (epoch 2), train_loss = 4.445, time/batch = 0.604
6532/10715 (epoch 2), train_loss = 5.860, time/batch = 0.586
6533/10715 (epoch 2), train_loss = 5.858, time/batch = 0.604
6534/10715 (epoch 2), train_loss = 5.728, time/batch = 0.591
6535/10715 (epoch 2), train_loss = 5.358, time/batch = 0.601
6536/10715 (epoch 2), train_loss = 4.544, time/batch = 0.589
6537/10715 (epoch 2), train_loss = 4.875, time/batch = 0.626
6538/10715 (epoch 2), train_loss = 4.484, time/batch = 0.604
6539/10715 (epoch 2), train_loss = 5.027, time/batch = 0.613
6540/10715 (epoch 2), train_loss = 4.419, time/batch = 0.586
6541/10715 (epoch 2), train_loss = 4.512, time/batch = 0.577
6542/10715 (epoch 2), train_loss = 3.897, time/batch = 0.585
6543/10715 (epoch 2), train_loss = 4.011, time/batch = 0.583
6544/10715 (epoch 2), train_loss = 5.066, time/batch = 0.596
6545/10715 (epoch 2), train_loss = 4.488, time/batch = 0.600
6546/10715 (epoch 2), train_loss = 5.330, time/batch = 0.609
6547/10715 (epoch 2), train_loss = 5.635, time/batch = 0.640
6548/10715 (epoch 2), train_loss = 4.593, time/batch = 0.640
6549/10715 (epoch 2), train_loss = 4.608, time/batch = 0.596
6550/10715 (epoch 2), train_loss = 4.297, time/batch = 0.591
6551/10715 (epoch 2), train_loss = 4.305, time/batch = 0.591
6552/10715 (epoch 2), train_loss = 4.212, time/batch = 0.590
6553/10715 (epoch 2), train_loss = 4.345, time/batch = 0.595
6554/10715 (epoch 2), train_loss = 4.647, time/batch = 0.597
6555/10715 (epoch 2), train_loss = 4.309, time/batch = 0.581
6556/10715 (epoch 2), train_loss = 4.780, time/batch = 0.603
6557/10715 (epoch 2), train_loss = 4.223, time/batch = 0.622
6558/10715 (epoch 2), train_loss = 5.669, time/batch = 0.608
6559/10715 (epoch 2), train_loss = 4.940, time/batch = 0.610
6560/10715 (epoch 2), train_loss = 4.425, time/batch = 0.593
6561/10715 (epoch 2), train_loss = 4.636, time/batch = 0.584
6562/10715 (epoch 2), train_loss = 5.029, time/batch = 0.599
6563/10715 (epoch 2), train_loss = 4.527, time/batch = 0.607
6564/10715 (epoch 2), train_loss = 4.673, time/batch = 0.597
6565/10715 (epoch 2), train_loss = 4.567, time/batch = 0.586
6566/10715 (epoch 2), train_loss = 3.852, time/batch = 0.610
6567/10715 (epoch 2), train_loss = 4.660, time/batch = 0.610
6568/10715 (epoch 2), train_loss = 6.102, time/batch = 0.603
6569/10715 (epoch 2), train_loss = 4.377, time/batch = 0.591
6570/10715 (epoch 2), train_loss = 4.876, time/batch = 0.581
6571/10715 (epoch 2), train_loss = 4.387, time/batch = 0.599
6572/10715 (epoch 2), train_loss = 4.417, time/batch = 0.589
6573/10715 (epoch 2), train_loss = 5.069, time/batch = 0.589
6574/10715 (epoch 2), train_loss = 4.768, time/batch = 0.582
6575/10715 (epoch 2), train_loss = 4.877, time/batch = 0.585
6576/10715 (epoch 2), train_loss = 4.992, time/batch = 0.592
6577/10715 (epoch 2), train_loss = 4.988, time/batch = 0.623
6578/10715 (epoch 2), train_loss = 4.355, time/batch = 0.612
6579/10715 (epoch 2), train_loss = 4.613, time/batch = 0.581
6580/10715 (epoch 2), train_loss = 4.760, time/batch = 0.595
6581/10715 (epoch 2), train_loss = 4.297, time/batch = 0.589
6582/10715 (epoch 2), train_loss = 6.011, time/batch = 0.599
6583/10715 (epoch 2), train_loss = 5.496, time/batch = 0.612
6584/10715 (epoch 2), train_loss = 4.380, time/batch = 0.593
6585/10715 (epoch 2), train_loss = 4.455, time/batch = 0.607
6586/10715 (epoch 2), train_loss = 4.682, time/batch = 0.601
6587/10715 (epoch 2), train_loss = 4.432, time/batch = 0.594
6588/10715 (epoch 2), train_loss = 4.448, time/batch = 0.600
6589/10715 (epoch 2), train_loss = 4.698, time/batch = 0.609
6590/10715 (epoch 2), train_loss = 4.289, time/batch = 0.587
6591/10715 (epoch 2), train_loss = 5.348, time/batch = 0.586
6592/10715 (epoch 2), train_loss = 4.277, time/batch = 0.607
6593/10715 (epoch 2), train_loss = 4.722, time/batch = 0.568
6594/10715 (epoch 2), train_loss = 4.354, time/batch = 0.608
6595/10715 (epoch 2), train_loss = 4.209, time/batch = 0.590
6596/10715 (epoch 2), train_loss = 3.757, time/batch = 0.609
6597/10715 (epoch 2), train_loss = 4.913, time/batch = 0.629
6598/10715 (epoch 2), train_loss = 4.339, time/batch = 0.602
6599/10715 (epoch 2), train_loss = 4.109, time/batch = 0.599
6600/10715 (epoch 2), train_loss = 4.992, time/batch = 0.596
6601/10715 (epoch 2), train_loss = 4.493, time/batch = 0.611
6602/10715 (epoch 2), train_loss = 5.116, time/batch = 0.593
6603/10715 (epoch 2), train_loss = 4.343, time/batch = 0.579
6604/10715 (epoch 2), train_loss = 4.596, time/batch = 0.584
6605/10715 (epoch 2), train_loss = 5.333, time/batch = 0.621
6606/10715 (epoch 2), train_loss = 4.282, time/batch = 0.603
6607/10715 (epoch 2), train_loss = 4.041, time/batch = 0.612
6608/10715 (epoch 2), train_loss = 4.429, time/batch = 0.606
6609/10715 (epoch 2), train_loss = 5.583, time/batch = 0.586
6610/10715 (epoch 2), train_loss = 4.866, time/batch = 0.598
6611/10715 (epoch 2), train_loss = 4.863, time/batch = 0.582
6612/10715 (epoch 2), train_loss = 5.015, time/batch = 0.590
6613/10715 (epoch 2), train_loss = 3.778, time/batch = 0.603
6614/10715 (epoch 2), train_loss = 4.541, time/batch = 0.614
6615/10715 (epoch 2), train_loss = 3.827, time/batch = 0.586
6616/10715 (epoch 2), train_loss = 3.266, time/batch = 0.603
6617/10715 (epoch 2), train_loss = 2.663, time/batch = 0.618
6618/10715 (epoch 2), train_loss = 3.568, time/batch = 0.607
6619/10715 (epoch 2), train_loss = 3.503, time/batch = 0.589
6620/10715 (epoch 2), train_loss = 3.631, time/batch = 0.597
6621/10715 (epoch 2), train_loss = 3.157, time/batch = 0.609
6622/10715 (epoch 2), train_loss = 2.779, time/batch = 0.594
6623/10715 (epoch 2), train_loss = 3.145, time/batch = 0.576
6624/10715 (epoch 2), train_loss = 2.653, time/batch = 0.606
6625/10715 (epoch 2), train_loss = 2.599, time/batch = 0.585
6626/10715 (epoch 2), train_loss = 3.264, time/batch = 0.621
6627/10715 (epoch 2), train_loss = 3.245, time/batch = 0.598
6628/10715 (epoch 2), train_loss = 3.056, time/batch = 0.618
6629/10715 (epoch 2), train_loss = 4.326, time/batch = 0.612
6630/10715 (epoch 2), train_loss = 3.338, time/batch = 0.734
6631/10715 (epoch 2), train_loss = 3.659, time/batch = 0.745
6632/10715 (epoch 2), train_loss = 3.103, time/batch = 0.644
6633/10715 (epoch 2), train_loss = 3.316, time/batch = 0.632
6634/10715 (epoch 2), train_loss = 2.957, time/batch = 0.619
6635/10715 (epoch 2), train_loss = 3.445, time/batch = 0.645
6636/10715 (epoch 2), train_loss = 3.514, time/batch = 0.725
6637/10715 (epoch 2), train_loss = 3.178, time/batch = 0.650
6638/10715 (epoch 2), train_loss = 3.026, time/batch = 0.615
6639/10715 (epoch 2), train_loss = 3.076, time/batch = 0.637
6640/10715 (epoch 2), train_loss = 3.079, time/batch = 0.628
6641/10715 (epoch 2), train_loss = 3.312, time/batch = 0.622
6642/10715 (epoch 2), train_loss = 2.937, time/batch = 0.635
6643/10715 (epoch 2), train_loss = 3.357, time/batch = 0.634
6644/10715 (epoch 2), train_loss = 3.679, time/batch = 0.648
6645/10715 (epoch 2), train_loss = 3.639, time/batch = 0.671
6646/10715 (epoch 2), train_loss = 3.149, time/batch = 0.691
6647/10715 (epoch 2), train_loss = 2.938, time/batch = 0.657
6648/10715 (epoch 2), train_loss = 2.067, time/batch = 0.613
6649/10715 (epoch 2), train_loss = 2.867, time/batch = 0.619
6650/10715 (epoch 2), train_loss = 2.611, time/batch = 0.618
6651/10715 (epoch 2), train_loss = 2.813, time/batch = 0.598
6652/10715 (epoch 2), train_loss = 3.302, time/batch = 0.614
6653/10715 (epoch 2), train_loss = 3.141, time/batch = 0.606
6654/10715 (epoch 2), train_loss = 3.596, time/batch = 0.609
6655/10715 (epoch 2), train_loss = 2.827, time/batch = 0.678
6656/10715 (epoch 2), train_loss = 3.346, time/batch = 0.640
6657/10715 (epoch 2), train_loss = 3.235, time/batch = 0.614
6658/10715 (epoch 2), train_loss = 2.643, time/batch = 0.615
6659/10715 (epoch 2), train_loss = 3.199, time/batch = 0.593
6660/10715 (epoch 2), train_loss = 2.085, time/batch = 0.638
6661/10715 (epoch 2), train_loss = 2.950, time/batch = 0.624
6662/10715 (epoch 2), train_loss = 3.150, time/batch = 0.616
6663/10715 (epoch 2), train_loss = 2.611, time/batch = 0.613
6664/10715 (epoch 2), train_loss = 2.567, time/batch = 0.613
6665/10715 (epoch 2), train_loss = 4.088, time/batch = 0.650
6666/10715 (epoch 2), train_loss = 3.321, time/batch = 0.636
6667/10715 (epoch 2), train_loss = 3.128, time/batch = 0.602
6668/10715 (epoch 2), train_loss = 3.533, time/batch = 0.610
6669/10715 (epoch 2), train_loss = 3.749, time/batch = 0.596
6670/10715 (epoch 2), train_loss = 3.475, time/batch = 0.603
6671/10715 (epoch 2), train_loss = 3.550, time/batch = 0.624
6672/10715 (epoch 2), train_loss = 3.307, time/batch = 0.606
6673/10715 (epoch 2), train_loss = 3.181, time/batch = 0.606
6674/10715 (epoch 2), train_loss = 3.441, time/batch = 0.636
6675/10715 (epoch 2), train_loss = 3.323, time/batch = 0.646
6676/10715 (epoch 2), train_loss = 3.469, time/batch = 0.641
6677/10715 (epoch 2), train_loss = 3.541, time/batch = 0.620
6678/10715 (epoch 2), train_loss = 3.734, time/batch = 0.606
6679/10715 (epoch 2), train_loss = 2.997, time/batch = 0.614
6680/10715 (epoch 2), train_loss = 2.747, time/batch = 0.606
6681/10715 (epoch 2), train_loss = 3.176, time/batch = 0.602
6682/10715 (epoch 2), train_loss = 3.172, time/batch = 0.636
6683/10715 (epoch 2), train_loss = 3.732, time/batch = 0.610
6684/10715 (epoch 2), train_loss = 3.528, time/batch = 0.651
6685/10715 (epoch 2), train_loss = 3.278, time/batch = 0.637
6686/10715 (epoch 2), train_loss = 2.785, time/batch = 0.605
6687/10715 (epoch 2), train_loss = 2.906, time/batch = 0.614
6688/10715 (epoch 2), train_loss = 3.706, time/batch = 0.602
6689/10715 (epoch 2), train_loss = 3.175, time/batch = 0.615
6690/10715 (epoch 2), train_loss = 3.105, time/batch = 0.598
6691/10715 (epoch 2), train_loss = 3.676, time/batch = 0.611
6692/10715 (epoch 2), train_loss = 2.568, time/batch = 0.630
6693/10715 (epoch 2), train_loss = 2.788, time/batch = 0.638
6694/10715 (epoch 2), train_loss = 2.942, time/batch = 0.658
6695/10715 (epoch 2), train_loss = 2.815, time/batch = 0.638
6696/10715 (epoch 2), train_loss = 3.215, time/batch = 0.612
6697/10715 (epoch 2), train_loss = 3.513, time/batch = 0.615
6698/10715 (epoch 2), train_loss = 3.125, time/batch = 0.608
6699/10715 (epoch 2), train_loss = 3.303, time/batch = 0.602
6700/10715 (epoch 2), train_loss = 2.961, time/batch = 0.630
6701/10715 (epoch 2), train_loss = 3.840, time/batch = 0.605
6702/10715 (epoch 2), train_loss = 3.386, time/batch = 0.623
6703/10715 (epoch 2), train_loss = 3.574, time/batch = 0.637
6704/10715 (epoch 2), train_loss = 2.972, time/batch = 0.639
6705/10715 (epoch 2), train_loss = 2.915, time/batch = 0.608
6706/10715 (epoch 2), train_loss = 3.067, time/batch = 0.610
6707/10715 (epoch 2), train_loss = 3.240, time/batch = 0.611
6708/10715 (epoch 2), train_loss = 3.132, time/batch = 0.644
6709/10715 (epoch 2), train_loss = 3.072, time/batch = 0.617
6710/10715 (epoch 2), train_loss = 3.108, time/batch = 0.618
6711/10715 (epoch 2), train_loss = 1.928, time/batch = 0.619
6712/10715 (epoch 2), train_loss = 3.222, time/batch = 0.621
6713/10715 (epoch 2), train_loss = 3.804, time/batch = 0.656
6714/10715 (epoch 2), train_loss = 2.808, time/batch = 0.644
6715/10715 (epoch 2), train_loss = 3.070, time/batch = 0.626
6716/10715 (epoch 2), train_loss = 3.163, time/batch = 0.620
6717/10715 (epoch 2), train_loss = 3.205, time/batch = 0.617
6718/10715 (epoch 2), train_loss = 3.511, time/batch = 0.623
6719/10715 (epoch 2), train_loss = 3.305, time/batch = 0.621
6720/10715 (epoch 2), train_loss = 2.889, time/batch = 0.569
6721/10715 (epoch 2), train_loss = 3.165, time/batch = 0.583
6722/10715 (epoch 2), train_loss = 3.370, time/batch = 0.616
6723/10715 (epoch 2), train_loss = 3.278, time/batch = 0.617
6724/10715 (epoch 2), train_loss = 3.061, time/batch = 0.617
6725/10715 (epoch 2), train_loss = 2.595, time/batch = 0.543
6726/10715 (epoch 2), train_loss = 3.124, time/batch = 0.769
6727/10715 (epoch 2), train_loss = 3.518, time/batch = 0.751
6728/10715 (epoch 2), train_loss = 2.399, time/batch = 0.769
6729/10715 (epoch 2), train_loss = 3.249, time/batch = 0.788
6730/10715 (epoch 2), train_loss = 2.498, time/batch = 0.636
6731/10715 (epoch 2), train_loss = 2.755, time/batch = 0.626
6732/10715 (epoch 2), train_loss = 2.814, time/batch = 0.625
6733/10715 (epoch 2), train_loss = 2.755, time/batch = 0.639
6734/10715 (epoch 2), train_loss = 3.071, time/batch = 0.528
6735/10715 (epoch 2), train_loss = 3.498, time/batch = 0.538
6736/10715 (epoch 2), train_loss = 3.493, time/batch = 0.600
6737/10715 (epoch 2), train_loss = 2.966, time/batch = 0.618
6738/10715 (epoch 2), train_loss = 3.679, time/batch = 0.614
6739/10715 (epoch 2), train_loss = 2.772, time/batch = 0.630
6740/10715 (epoch 2), train_loss = 3.473, time/batch = 0.635
6741/10715 (epoch 2), train_loss = 2.848, time/batch = 0.644
6742/10715 (epoch 2), train_loss = 2.622, time/batch = 0.639
6743/10715 (epoch 2), train_loss = 2.902, time/batch = 0.612
6744/10715 (epoch 2), train_loss = 2.775, time/batch = 0.587
6745/10715 (epoch 2), train_loss = 3.216, time/batch = 0.610
6746/10715 (epoch 2), train_loss = 3.465, time/batch = 0.594
6747/10715 (epoch 2), train_loss = 3.412, time/batch = 0.580
6748/10715 (epoch 2), train_loss = 2.885, time/batch = 0.595
6749/10715 (epoch 2), train_loss = 3.106, time/batch = 0.587
6750/10715 (epoch 2), train_loss = 3.182, time/batch = 0.614
6751/10715 (epoch 2), train_loss = 3.489, time/batch = 0.624
6752/10715 (epoch 2), train_loss = 3.007, time/batch = 0.643
6753/10715 (epoch 2), train_loss = 3.497, time/batch = 0.630
6754/10715 (epoch 2), train_loss = 4.086, time/batch = 0.581
6755/10715 (epoch 2), train_loss = 3.358, time/batch = 0.612
6756/10715 (epoch 2), train_loss = 3.339, time/batch = 0.600
6757/10715 (epoch 2), train_loss = 3.436, time/batch = 0.603
6758/10715 (epoch 2), train_loss = 2.628, time/batch = 0.641
6759/10715 (epoch 2), train_loss = 3.264, time/batch = 0.611
6760/10715 (epoch 2), train_loss = 3.093, time/batch = 0.629
6761/10715 (epoch 2), train_loss = 2.833, time/batch = 0.632
6762/10715 (epoch 2), train_loss = 3.103, time/batch = 0.615
6763/10715 (epoch 2), train_loss = 2.624, time/batch = 0.595
6764/10715 (epoch 2), train_loss = 3.370, time/batch = 0.606
6765/10715 (epoch 2), train_loss = 3.560, time/batch = 0.561
6766/10715 (epoch 2), train_loss = 3.547, time/batch = 0.514
6767/10715 (epoch 2), train_loss = 3.209, time/batch = 0.525
6768/10715 (epoch 2), train_loss = 3.226, time/batch = 0.554
6769/10715 (epoch 2), train_loss = 3.558, time/batch = 0.581
6770/10715 (epoch 2), train_loss = 3.664, time/batch = 0.607
6771/10715 (epoch 2), train_loss = 3.066, time/batch = 0.578
6772/10715 (epoch 2), train_loss = 3.439, time/batch = 0.622
6773/10715 (epoch 2), train_loss = 3.494, time/batch = 0.580
6774/10715 (epoch 2), train_loss = 2.514, time/batch = 0.602
6775/10715 (epoch 2), train_loss = 2.965, time/batch = 0.560
6776/10715 (epoch 2), train_loss = 3.031, time/batch = 0.589
6777/10715 (epoch 2), train_loss = 3.384, time/batch = 0.560
6778/10715 (epoch 2), train_loss = 3.159, time/batch = 0.576
6779/10715 (epoch 2), train_loss = 3.345, time/batch = 0.545
6780/10715 (epoch 2), train_loss = 2.986, time/batch = 0.574
6781/10715 (epoch 2), train_loss = 3.064, time/batch = 0.656
6782/10715 (epoch 2), train_loss = 2.734, time/batch = 0.728
6783/10715 (epoch 2), train_loss = 3.712, time/batch = 0.557
6784/10715 (epoch 2), train_loss = 2.840, time/batch = 0.618
6785/10715 (epoch 2), train_loss = 2.950, time/batch = 0.611
6786/10715 (epoch 2), train_loss = 3.313, time/batch = 0.594
6787/10715 (epoch 2), train_loss = 2.506, time/batch = 0.707
6788/10715 (epoch 2), train_loss = 2.992, time/batch = 0.626
6789/10715 (epoch 2), train_loss = 3.065, time/batch = 0.617
6790/10715 (epoch 2), train_loss = 3.019, time/batch = 0.652
6791/10715 (epoch 2), train_loss = 3.177, time/batch = 0.706
6792/10715 (epoch 2), train_loss = 3.840, time/batch = 0.704
6793/10715 (epoch 2), train_loss = 3.629, time/batch = 0.617
6794/10715 (epoch 2), train_loss = 3.330, time/batch = 0.552
6795/10715 (epoch 2), train_loss = 3.140, time/batch = 0.546
6796/10715 (epoch 2), train_loss = 3.013, time/batch = 0.536
6797/10715 (epoch 2), train_loss = 2.621, time/batch = 0.606
6798/10715 (epoch 2), train_loss = 2.734, time/batch = 0.564
6799/10715 (epoch 2), train_loss = 3.502, time/batch = 0.564
6800/10715 (epoch 2), train_loss = 3.696, time/batch = 0.528
6801/10715 (epoch 2), train_loss = 2.689, time/batch = 0.546
6802/10715 (epoch 2), train_loss = 3.307, time/batch = 0.566
6803/10715 (epoch 2), train_loss = 3.126, time/batch = 0.523
6804/10715 (epoch 2), train_loss = 2.674, time/batch = 0.538
6805/10715 (epoch 2), train_loss = 3.032, time/batch = 0.526
6806/10715 (epoch 2), train_loss = 3.118, time/batch = 0.540
6807/10715 (epoch 2), train_loss = 2.605, time/batch = 0.518
6808/10715 (epoch 2), train_loss = 2.359, time/batch = 0.535
6809/10715 (epoch 2), train_loss = 3.716, time/batch = 0.545
6810/10715 (epoch 2), train_loss = 2.745, time/batch = 0.530
6811/10715 (epoch 2), train_loss = 2.340, time/batch = 0.562
6812/10715 (epoch 2), train_loss = 3.164, time/batch = 0.592
6813/10715 (epoch 2), train_loss = 3.346, time/batch = 0.564
6814/10715 (epoch 2), train_loss = 2.838, time/batch = 0.537
6815/10715 (epoch 2), train_loss = 2.709, time/batch = 0.536
6816/10715 (epoch 2), train_loss = 3.295, time/batch = 0.548
6817/10715 (epoch 2), train_loss = 2.985, time/batch = 0.532
6818/10715 (epoch 2), train_loss = 2.969, time/batch = 0.556
6819/10715 (epoch 2), train_loss = 2.572, time/batch = 0.511
6820/10715 (epoch 2), train_loss = 3.017, time/batch = 0.533
6821/10715 (epoch 2), train_loss = 2.732, time/batch = 0.546
6822/10715 (epoch 2), train_loss = 2.632, time/batch = 0.549
6823/10715 (epoch 2), train_loss = 3.158, time/batch = 0.558
6824/10715 (epoch 2), train_loss = 3.041, time/batch = 0.544
6825/10715 (epoch 2), train_loss = 2.924, time/batch = 0.528
6826/10715 (epoch 2), train_loss = 3.240, time/batch = 0.555
6827/10715 (epoch 2), train_loss = 2.644, time/batch = 0.520
6828/10715 (epoch 2), train_loss = 2.541, time/batch = 0.523
6829/10715 (epoch 2), train_loss = 2.629, time/batch = 0.525
6830/10715 (epoch 2), train_loss = 3.591, time/batch = 0.528
6831/10715 (epoch 2), train_loss = 3.140, time/batch = 0.520
6832/10715 (epoch 2), train_loss = 2.257, time/batch = 0.539
6833/10715 (epoch 2), train_loss = 2.716, time/batch = 0.540
6834/10715 (epoch 2), train_loss = 2.708, time/batch = 0.546
6835/10715 (epoch 2), train_loss = 3.336, time/batch = 0.541
6836/10715 (epoch 2), train_loss = 3.384, time/batch = 0.527
6837/10715 (epoch 2), train_loss = 3.506, time/batch = 0.546
6838/10715 (epoch 2), train_loss = 3.275, time/batch = 0.527
6839/10715 (epoch 2), train_loss = 3.948, time/batch = 0.510
6840/10715 (epoch 2), train_loss = 3.006, time/batch = 0.532
6841/10715 (epoch 2), train_loss = 3.709, time/batch = 0.526
6842/10715 (epoch 2), train_loss = 3.494, time/batch = 0.549
6843/10715 (epoch 2), train_loss = 3.388, time/batch = 0.513
6844/10715 (epoch 2), train_loss = 3.187, time/batch = 0.556
6845/10715 (epoch 2), train_loss = 3.927, time/batch = 0.551
6846/10715 (epoch 2), train_loss = 3.317, time/batch = 0.551
6847/10715 (epoch 2), train_loss = 2.776, time/batch = 0.515
6848/10715 (epoch 2), train_loss = 3.527, time/batch = 0.532
6849/10715 (epoch 2), train_loss = 3.200, time/batch = 0.528
6850/10715 (epoch 2), train_loss = 3.291, time/batch = 0.523
6851/10715 (epoch 2), train_loss = 2.850, time/batch = 0.523
6852/10715 (epoch 2), train_loss = 1.847, time/batch = 0.529
6853/10715 (epoch 2), train_loss = 3.130, time/batch = 0.531
6854/10715 (epoch 2), train_loss = 2.451, time/batch = 0.528
6855/10715 (epoch 2), train_loss = 3.611, time/batch = 0.554
6856/10715 (epoch 2), train_loss = 2.914, time/batch = 0.549
6857/10715 (epoch 2), train_loss = 3.003, time/batch = 0.546
6858/10715 (epoch 2), train_loss = 2.652, time/batch = 0.518
6859/10715 (epoch 2), train_loss = 2.016, time/batch = 0.545
6860/10715 (epoch 2), train_loss = 2.656, time/batch = 0.510
6861/10715 (epoch 2), train_loss = 3.396, time/batch = 0.539
6862/10715 (epoch 2), train_loss = 3.182, time/batch = 0.515
6863/10715 (epoch 2), train_loss = 3.576, time/batch = 0.543
6864/10715 (epoch 2), train_loss = 3.158, time/batch = 0.545
6865/10715 (epoch 2), train_loss = 3.482, time/batch = 0.552
6866/10715 (epoch 2), train_loss = 3.236, time/batch = 0.559
6867/10715 (epoch 2), train_loss = 3.025, time/batch = 0.553
